Datetime,number,diam,LDSA,surface,mass,A1,A2,idiff,HV,EM1,EM2,DV,T,RH,P,flow,bat,Ipump,error,PWMpump
2024-11-11 18:37:08,7797,32,13.63,58.66,1.06,2.199,0.744,2.0,3602,3.83,1.67,359,15.7,61,1027.6,0.501,4.19,15.24,0,53
2024-11-11 18:37:09,9167,29,14.13,54.51,0.88,2.279,0.667,0.05,284,-2.72,-0.93,359,15.7,61,1027.6,0.5,4.19,15.4,0,53
2024-11-11 18:37:10,8800,30,14.08,56.12,0.94,2.271,0.695,2.01,3602,3.96,1.3,360,15.7,61,1027.6,0.5,4.19,15.52,0,53
2024-11-11 18:37:11,8571,29,13.53,53.25,0.88,2.182,0.657,0.04,288,-2.66,-0.8,360,15.7,61,1027.8,0.5,4.19,15.44,0,53
2024-11-11 18:37:12,7914,31,13.13,53.99,0.93,2.118,0.676,2.02,3600,4.21,1.61,359,15.7,61,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:37:13,7036,35,13.28,61.06,1.19,2.142,0.787,0.04,289,-3.28,-0.93,359,15.8,61,1027.8,0.5,4.2,15.4,0,53
2024-11-11 18:37:14,7330,34,13.63,61.87,1.19,2.198,0.795,2.01,3602,3.84,1.79,359,15.8,61,1027.8,0.5,4.19,15.64,0,53
2024-11-11 18:37:15,8081,33,14.28,62.05,1.14,2.304,0.789,0.05,288,-3.09,-0.93,360,15.8,61,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:37:16,9270,30,14.85,59.2,0.99,2.394,0.734,1.99,3598,4.08,1.67,360,15.7,61,1027.8,0.5,4.19,15.56,0,53
2024-11-11 18:37:17,8198,32,14.26,61.07,1.1,2.299,0.774,0.03,291,-2.97,-1.05,359,15.7,61,1027.7,0.5,4.19,15.32,0,53
2024-11-11 18:37:18,7649,33,13.73,60.42,1.12,2.214,0.771,2.01,3602,3.96,1.79,359,15.7,61,1027.7,0.499,4.19,15.56,0,53
2024-11-11 18:37:19,9332,29,14.51,56.36,0.92,2.34,0.692,0.01,285,-2.41,-0.68,360,15.7,61,1027.7,0.5,4.2,15.64,0,53
2024-11-11 18:37:20,7594,34,14.05,63.52,1.21,2.266,0.816,1.99,3600,3.84,1.48,359,15.7,61,1027.5,0.5,4.18,15.64,0,53
2024-11-11 18:37:21,6855,36,13.39,63.47,1.28,2.16,0.822,0.05,292,-2.85,-0.87,360,15.7,61,1027.5,0.501,4.19,15.08,0,53
2024-11-11 18:37:22,7643,34,13.9,61.89,1.16,2.242,0.792,1.99,3600,4.39,1.55,360,15.7,61,1027.5,0.5,4.19,15.28,0,53
2024-11-11 18:37:23,7752,35,14.64,67.39,1.31,2.362,0.868,0.05,287,-3.15,-0.87,359,15.7,61,1027.7,0.499,4.2,15.52,0,53
2024-11-11 18:37:24,7852,34,14.67,66.89,1.29,2.366,0.86,1.99,3602,4.08,1.42,360,15.7,61,1027.7,0.5,4.19,15.32,0,53
2024-11-11 18:37:25,8285,32,14.21,60.16,1.07,2.292,0.76,0.04,287,-2.72,-1.05,360,15.7,61,1027.7,0.5,4.2,15.28,0,53
2024-11-11 18:37:26,9180,30,14.66,58.33,0.97,2.365,0.722,2.01,3600,3.84,1.48,360,15.7,61,1027.6,0.5,4.19,15.56,0,53
2024-11-11 18:37:27,9667,29,15.04,58.51,0.95,2.426,0.719,0.05,289,-2.66,-0.8,360,15.7,61,1027.6,0.5,4.19,15.36,0,53
2024-11-11 18:37:28,8870,31,14.68,60.24,1.04,2.368,0.754,1.99,3604,3.65,1.42,359,15.7,61,1027.6,0.5,4.19,15.6,0,53
2024-11-11 18:37:29,8179,32,13.99,59.08,1.05,2.256,0.746,0.05,288,-2.78,-0.87,359,15.7,61,1027.6,0.5,4.19,15.44,0,53
2024-11-11 18:37:30,8406,29,13.26,52.17,0.86,2.138,0.644,2.02,3600,3.84,1.42,359,15.7,61,1027.6,0.5,4.2,15.32,0,53
2024-11-11 18:37:31,8308,30,13.46,54.19,0.92,2.17,0.674,0.05,289,-2.6,-0.87,360,15.7,61,1027.6,0.5,4.19,15.32,0,53
2024-11-11 18:37:32,8044,32,13.89,59.12,1.06,2.24,0.748,2.01,3599,3.77,1.42,359,15.7,61,1027.5,0.5,4.19,15.28,0,53
2024-11-11 18:37:33,7956,32,13.81,59.07,1.06,2.228,0.748,0.04,288,-3.03,-0.74,359,15.7,61,1027.5,0.5,4.19,15.08,0,53
2024-11-11 18:37:34,8232,31,13.87,57.8,1.01,2.237,0.727,1.98,3602,3.71,1.36,360,15.7,61,1027.5,0.5,4.19,15.16,0,53
2024-11-11 18:37:35,8806,29,13.7,53.26,0.87,2.209,0.654,0.05,287,-2.29,-1.05,359,15.7,61,1027.8,0.5,4.19,15.16,0,53
2024-11-11 18:37:36,8732,29,13.45,51.83,0.83,2.169,0.634,2.0,3600,4.45,1.42,360,15.7,61,1027.8,0.5,4.19,15.16,0,53
2024-11-11 18:37:37,7673,35,14.37,65.64,1.27,2.317,0.845,0.04,287,-3.53,-0.99,360,15.8,61,1027.8,0.5,4.19,14.76,0,53
2024-11-11 18:37:38,7860,39,16.6,84.23,1.82,2.678,1.101,1.98,3600,4.45,1.67,360,15.8,61,1027.8,0.5,4.19,14.92,0,53
2024-11-11 18:37:39,7454,42,17.01,92.24,2.15,2.743,1.21,0.04,287,-3.34,-1.24,360,15.8,61,1027.8,0.5,4.19,14.92,0,53
2024-11-11 18:37:40,7725,41,17.25,91.83,2.09,2.782,1.204,2.0,3602,4.33,1.92,359,15.8,61,1027.8,0.5,4.19,15.04,0,53
2024-11-11 18:37:41,7912,40,17.31,90.52,2.02,2.792,1.186,0.03,287,-3.15,-1.36,360,15.8,61,1027.8,0.5,4.19,15.2,0,53
2024-11-11 18:37:42,8440,35,16.2,75.58,1.5,2.612,0.977,2.02,3599,3.71,1.98,359,15.8,61,1027.8,0.5,4.19,15.4,0,53
2024-11-11 18:37:43,9652,30,15.45,61.61,1.03,2.493,0.764,0.05,288,-2.72,-0.74,360,15.8,61,1027.8,0.5,4.19,15.36,0,53
2024-11-11 18:37:44,9772,29,14.98,57.48,0.92,2.415,0.702,2.0,3599,3.96,1.73,360,15.8,61,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:37:45,9171,29,14.27,55.49,0.9,2.301,0.681,0.05,284,-2.78,-0.74,360,15.8,61,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:37:46,7095,34,13.18,59.76,1.15,2.125,0.768,1.98,3600,3.65,1.48,359,15.8,61,1027.8,0.499,4.2,15.52,0,53
2024-11-11 18:37:47,7038,35,13.41,62.21,1.22,2.163,0.803,0.05,288,-2.66,-0.93,358,15.8,61,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:37:48,7846,32,13.75,59.29,1.08,2.217,0.753,1.98,3599,3.84,1.55,359,15.8,61,1027.8,0.5,4.19,15.4,0,53
2024-11-11 18:37:49,7555,34,13.85,62.09,1.18,2.233,0.796,0.03,288,-2.72,-1.05,359,15.8,61,1027.8,0.5,4.2,15.36,0,53
2024-11-11 18:37:50,7870,32,13.78,59.37,1.08,2.222,0.754,2.0,3599,4.21,1.55,359,15.8,61,1027.9,0.5,4.19,15.36,0,53
2024-11-11 18:37:51,8374,31,13.8,56.42,0.97,2.226,0.705,0.05,285,-2.78,-0.8,359,15.8,61,1027.9,0.499,4.19,15.4,0,53
2024-11-11 18:37:52,8185,32,14.21,60.75,1.09,2.291,0.77,2.01,3596,5.26,1.55,358,15.8,61,1027.9,0.5,4.19,15.4,0,53
2024-11-11 18:37:53,5882,51,16.67,109.23,3.11,2.689,1.414,0.05,285,-5.38,-1.3,360,15.8,61,1027.7,0.5,4.19,15.0,0,53
2024-11-11 18:37:54,6259,65,22.92,187.55,6.79,3.697,2.285,1.98,3598,12.19,2.91,359,15.8,61,1027.7,0.499,4.19,15.24,0,53
2024-11-11 18:37:55,8335,76,36.47,348.36,14.89,5.882,3.965,0.05,285,-10.33,-2.54,360,15.8,61,1027.7,0.5,4.19,15.32,0,53
2024-11-11 18:37:56,11445,74,48.45,449.67,18.64,7.814,5.191,2.0,3600,15.22,6.19,359,15.8,61,1027.6,0.5,4.19,15.64,0,53
2024-11-11 18:37:57,14383,68,55.38,473.34,17.96,8.932,5.669,0.05,284,-12.37,-4.89,360,15.8,61,1027.6,0.5,4.2,15.6,0,53
2024-11-11 18:37:58,15850,68,61.08,522.42,19.83,9.851,6.256,2.0,3603,8.48,7.61,359,15.8,61,1027.6,0.5,4.2,15.24,0,53
2024-11-11 18:37:59,16456,55,50.91,359.77,11.12,8.211,4.586,0.03,289,-6.62,-6.37,359,15.8,61,1027.7,0.5,4.19,15.08,0,53
2024-11-11 18:38:00,13598,48,36.14,223.82,6.0,5.829,2.919,1.96,3600,5.44,4.08,359,15.8,61,1027.7,0.5,4.19,15.12,0,53
2024-11-11 18:38:01,11137,45,27.72,162.22,4.09,4.472,2.125,0.04,283,-4.14,-2.6,359,15.8,61,1027.7,0.5,4.19,14.92,0,53
2024-11-11 18:38:02,9762,41,22.05,118.52,2.73,3.556,1.554,2.01,3600,4.45,2.04,359,15.8,61,1028.0,0.5,4.2,15.16,0,53
2024-11-11 18:38:03,8624,40,18.89,98.89,2.21,3.047,1.295,0.05,287,-3.59,-1.73,360,15.8,61,1028.0,0.5,4.19,15.48,0,53
2024-11-11 18:38:04,9126,35,17.4,80.74,1.59,2.806,1.042,2.01,3604,4.64,1.67,359,15.8,61,1028.0,0.5,4.19,15.56,0,53
2024-11-11 18:38:05,8193,38,16.76,82.7,1.74,2.704,1.077,0.02,285,-3.34,-1.05,359,15.8,61,1027.6,0.5,4.2,15.12,0,53
2024-11-11 18:38:06,9056,35,17.03,78.05,1.52,2.746,1.005,2.0,3599,4.33,1.86,359,15.8,61,1027.6,0.5,4.19,15.8,0,53
2024-11-11 18:38:07,8934,34,16.55,74.93,1.43,2.67,0.962,0.04,289,-3.34,-1.24,359,15.8,61,1027.6,0.5,4.19,15.32,0,53
2024-11-11 18:38:08,7984,37,16.2,79.32,1.65,2.612,1.032,2.0,3600,3.9,1.79,359,15.8,61,1027.7,0.5,4.19,15.2,0,53
2024-11-11 18:38:09,8342,35,15.85,73.32,1.44,2.556,0.946,0.01,288,-2.78,-1.05,359,15.8,61,1027.7,0.5,4.19,15.32,0,53
2024-11-11 18:38:10,8441,33,15.18,66.99,1.25,2.449,0.855,2.0,3600,4.45,1.67,359,15.8,61,1027.7,0.5,4.19,15.48,0,53
2024-11-11 18:38:11,8198,33,14.85,65.87,1.23,2.394,0.842,0.03,287,-2.97,-0.87,360,15.8,61,1027.9,0.5,4.19,15.56,0,53
2024-11-11 18:38:12,7649,35,14.69,68.59,1.36,2.369,0.886,2.01,3600,4.14,1.36,359,15.8,61,1027.9,0.5,4.19,15.32,0,53
2024-11-11 18:38:13,7437,36,14.71,70.5,1.44,2.373,0.915,0.03,288,-3.03,-1.11,360,15.8,61,1027.9,0.5,4.19,15.16,0,53
2024-11-11 18:38:14,8346,34,15.17,67.49,1.27,2.446,0.864,1.99,3602,3.9,1.67,360,15.8,61,1027.8,0.5,4.19,15.16,0,53
2024-11-11 18:38:15,9059,31,15.26,63.6,1.11,2.461,0.8,0.04,285,-2.85,-0.93,359,15.8,61,1027.8,0.499,4.19,15.16,0,53
2024-11-11 18:38:16,8123,33,14.55,63.93,1.19,2.346,0.816,1.99,3600,3.77,1.55,359,15.8,61,1027.8,0.5,4.19,15.28,0,53
2024-11-11 18:38:17,7176,36,13.89,65.31,1.3,2.24,0.845,0.03,287,-2.91,-0.93,358,15.8,61,1027.7,0.499,4.19,15.28,0,53
2024-11-11 18:38:18,7913,33,13.99,60.84,1.12,2.257,0.774,1.99,3599,3.9,1.55,358,15.8,61,1027.7,0.5,4.19,15.52,0,53
2024-11-11 18:38:19,8471,32,14.48,61.1,1.09,2.335,0.771,0.04,287,-2.54,-0.93,359,15.9,61,1027.7,0.5,4.19,15.48,0,53
2024-11-11 18:38:20,8988,30,14.39,57.34,0.96,2.32,0.711,2.0,3600,4.15,1.3,360,15.9,61,1027.9,0.499,4.19,15.72,0,53
2024-11-11 18:38:21,9195,29,14.22,55.02,0.89,2.294,0.674,0.04,284,-2.54,-0.93,360,15.9,61,1027.9,0.501,4.19,15.08,0,53
2024-11-11 18:38:22,8135,32,14.16,60.69,1.1,2.283,0.769,1.97,3602,4.08,1.55,361,15.8,61,1027.9,0.5,4.19,15.16,0,53
2024-11-11 18:38:23,6835,36,13.26,62.48,1.25,2.139,0.809,0.04,289,-2.85,-0.87,359,15.8,61,1027.8,0.5,4.19,15.48,0,53
2024-11-11 18:38:24,7245,34,13.4,60.6,1.16,2.162,0.778,2.02,3599,4.08,1.48,359,15.8,61,1027.8,0.5,4.19,15.96,0,53
2024-11-11 18:38:25,7580,34,13.81,61.61,1.16,2.228,0.789,0.03,283,-2.85,-0.8,359,15.8,61,1027.8,0.5,4.19,15.24,0,53
2024-11-11 18:38:26,7129,35,13.39,61.36,1.19,2.16,0.79,1.99,3600,3.71,1.48,359,15.8,61,1027.7,0.5,4.2,15.72,0,53
2024-11-11 18:38:27,8082,31,13.68,57.26,1.01,2.207,0.721,0.06,287,-2.47,-0.93,359,15.8,61,1027.7,0.5,4.19,15.56,0,53
2024-11-11 18:38:28,8641,30,13.85,55.3,0.92,2.234,0.686,1.99,3598,4.08,1.3,359,15.8,61,1027.7,0.5,4.19,15.16,0,53
2024-11-11 18:38:29,8840,29,13.92,54.68,0.9,2.245,0.674,0.05,288,-2.47,-0.74,359,15.8,61,1027.6,0.5,4.19,15.52,0,53
2024-11-11 18:38:30,8948,28,13.62,51.99,0.83,2.197,0.634,2.0,3600,3.77,1.3,359,15.8,61,1027.6,0.499,4.19,15.48,0,53
2024-11-11 18:38:31,9031,28,13.48,50.55,0.79,2.174,0.612,0.03,287,-2.97,-0.49,358,15.8,61,1027.6,0.5,4.19,15.64,0,53
2024-11-11 18:38:32,9266,29,14.32,55.39,0.9,2.31,0.679,1.98,3599,4.27,1.42,359,15.8,61,1027.6,0.5,4.2,15.36,0,53
2024-11-11 18:38:33,8601,30,14.02,56.74,0.96,2.261,0.707,0.04,287,-2.66,-1.05,360,15.8,61,1027.6,0.499,4.2,15.84,0,53
2024-11-11 18:38:34,7370,33,13.06,56.87,1.04,2.106,0.724,2.03,3602,3.71,1.3,359,15.8,61,1027.6,0.5,4.19,15.32,0,53
2024-11-11 18:38:35,7127,34,12.93,57.43,1.08,2.085,0.735,0.04,292,-2.47,-0.74,359,15.8,61,1027.9,0.5,4.19,15.4,0,53
2024-11-11 18:38:36,8194,30,13.37,54.17,0.92,2.156,0.675,2.02,3600,4.02,1.48,358,15.8,61,1027.9,0.499,4.19,15.76,0,54
2024-11-11 18:38:37,8983,30,14.54,58.51,0.99,2.345,0.728,0.02,288,-2.72,-0.8,358,15.8,61,1027.9,0.5,4.19,16.24,0,54
2024-11-11 18:38:38,8962,30,14.46,58.02,0.98,2.332,0.721,2.0,3600,3.9,1.73,359,15.8,61,1027.7,0.501,4.2,16.24,0,54
2024-11-11 18:38:39,8596,31,14.28,58.83,1.02,2.304,0.737,0.06,281,-2.72,-0.74,359,15.8,61,1027.7,0.5,4.2,16.08,0,54
2024-11-11 18:38:40,8404,32,14.39,60.85,1.08,2.321,0.768,2.01,3602,3.84,1.67,358,15.8,61,1027.7,0.5,4.19,16.08,0,54
2024-11-11 18:38:41,7588,35,14.59,68.17,1.35,2.353,0.881,0.04,287,-2.35,-0.99,359,15.8,61,1027.8,0.5,4.19,16.12,0,54
2024-11-11 18:38:42,6975,38,14.3,70.65,1.49,2.306,0.921,1.99,3602,3.46,1.61,359,15.8,61,1027.8,0.5,4.19,15.88,0,54
2024-11-11 18:38:43,7466,34,13.87,62.91,1.21,2.237,0.808,0.04,287,-2.23,-1.05,360,15.8,61,1027.8,0.5,4.19,15.68,0,54
2024-11-11 18:38:44,8538,30,13.82,55.61,0.94,2.229,0.691,2.0,3603,3.4,1.73,360,15.8,61,1027.7,0.5,4.2,15.6,0,54
2024-11-11 18:38:45,7753,31,12.96,53.63,0.93,2.09,0.673,0.04,289,-2.1,-0.8,360,15.8,61,1027.7,0.501,4.19,15.36,0,53
2024-11-11 18:38:46,6702,35,12.64,58.09,1.13,2.039,0.748,2.0,3603,3.4,1.79,359,15.9,61,1027.7,0.5,4.19,15.52,0,53
2024-11-11 18:38:47,7566,31,12.77,53.29,0.94,2.059,0.67,0.05,285,-2.6,-0.74,360,15.9,61,1027.6,0.5,4.19,15.64,0,53
2024-11-11 18:38:48,6949,33,12.52,55.35,1.03,2.02,0.707,1.98,3602,3.28,1.24,359,15.9,61,1027.6,0.5,4.19,15.88,0,53
2024-11-11 18:38:49,6102,36,11.87,56.03,1.12,1.914,0.725,0.04,289,-2.41,-0.99,360,15.9,61,1027.6,0.5,4.2,15.92,0,53
2024-11-11 18:38:50,6121,36,11.91,56.29,1.13,1.922,0.729,1.99,3600,3.34,1.79,359,15.9,61,1027.6,0.5,4.2,15.84,0,53
2024-11-11 18:38:51,6417,36,12.69,60.78,1.24,2.047,0.789,0.01,285,-2.35,-0.68,359,15.9,61,1027.6,0.5,4.19,15.6,0,53
2024-11-11 18:38:52,6088,37,12.4,60.94,1.27,2.0,0.794,2.0,3600,3.84,1.73,359,15.9,61,1027.6,0.5,4.19,15.4,0,53
2024-11-11 18:38:53,7460,31,12.6,52.59,0.92,2.031,0.662,0.05,288,-2.41,-1.05,358,15.9,61,1027.7,0.5,4.19,15.64,0,53
2024-11-11 18:38:54,8637,28,13.08,49.69,0.79,2.11,0.605,1.98,3600,3.9,1.24,359,15.9,61,1027.7,0.501,4.19,15.8,0,53
2024-11-11 18:38:55,7973,30,13.01,52.71,0.9,2.098,0.657,0.05,285,-2.54,-0.93,359,15.9,61,1027.7,0.5,4.19,15.36,0,53
2024-11-11 18:38:56,8135,31,13.49,55.44,0.96,2.176,0.694,2.0,3602,4.7,1.86,359,15.9,61,1027.5,0.501,4.19,15.84,0,53
2024-11-11 18:38:57,10010,28,14.74,54.65,0.84,2.378,0.658,0.04,287,-4.15,-0.8,359,15.9,61,1027.5,0.5,4.19,15.4,0,53
2024-11-11 18:38:58,13571,25,17.97,60.75,0.85,2.899,0.611,1.99,3599,4.7,1.61,360,15.9,61,1027.5,0.5,4.2,15.84,0,53
2024-11-11 18:38:59,14619,25,19.36,65.45,0.92,3.123,0.711,0.03,287,-3.28,-0.87,360,15.9,61,1027.7,0.5,4.19,15.32,0,53
2024-11-11 18:39:00,11361,28,16.98,63.75,1.0,2.738,0.772,2.01,3600,3.77,1.36,359,15.9,61,1027.7,0.5,4.19,15.56,0,53
2024-11-11 18:39:01,9674,28,14.67,55.82,0.89,2.367,0.679,0.04,284,-2.72,-0.87,360,15.9,61,1027.7,0.5,4.19,15.24,0,53
2024-11-11 18:39:02,8800,29,13.74,53.63,0.88,2.217,0.659,2.0,3602,4.27,1.42,359,15.9,61,1027.8,0.5,4.19,15.08,0,53
2024-11-11 18:39:03,9554,29,14.97,58.55,0.96,2.414,0.721,0.05,285,-3.46,-1.11,359,15.9,61,1027.8,0.5,4.19,15.28,0,53
2024-11-11 18:39:04,11933,27,16.96,60.99,0.91,2.736,0.724,2.0,3602,5.32,1.3,361,15.9,61,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:39:05,13336,26,18.2,63.13,0.91,2.935,0.736,0.05,289,-4.33,-1.05,360,15.9,61,1027.6,0.5,4.19,15.48,0,53
2024-11-11 18:39:06,14935,25,19.78,66.86,0.94,3.19,0.629,2.0,3600,5.94,1.36,360,15.9,61,1027.6,0.5,4.19,15.32,0,53
2024-11-11 18:39:07,16385,25,21.7,73.35,1.03,3.5,0.632,0.03,285,-4.89,-0.68,359,15.9,61,1027.6,0.5,4.19,15.44,0,53
2024-11-11 18:39:08,17183,25,22.75,76.92,1.08,3.67,0.62,2.01,3602,4.52,1.55,360,15.9,61,1027.7,0.5,4.2,15.56,0,53
2024-11-11 18:39:09,15637,25,20.71,70.0,0.98,3.34,0.593,0.04,293,-2.97,-0.8,360,15.9,61,1027.7,0.5,4.19,15.4,0,53
2024-11-11 18:39:10,12337,25,16.34,55.23,0.77,2.635,0.655,2.01,3599,4.02,1.36,126,15.9,61,1027.7,0.5,4.18,15.24,0,53
2024-11-11 18:39:11,10223,25,13.54,45.76,0.64,2.184,0.939,0.05,285,-2.41,-0.93,100,15.9,61,1027.7,0.5,4.19,15.28,0,53
2024-11-11 18:39:12,12110,21,13.09,37.08,0.43,2.111,1.305,1.99,3599,3.4,1.79,101,15.9,61,1027.7,0.5,4.19,15.44,0,53
2024-11-11 18:39:13,10675,23,13.22,42.19,0.55,2.133,1.424,0.05,285,-2.29,-1.36,99,15.9,61,1027.7,0.499,4.19,15.36,0,53
2024-11-11 18:39:14,9783,25,12.82,42.96,0.6,2.068,1.421,1.98,3599,3.53,2.17,100,15.9,61,1027.8,0.5,4.19,15.76,0,53
2024-11-11 18:39:15,11969,21,13.1,37.52,0.44,2.113,1.316,0.03,288,-2.41,-1.42,100,15.9,61,1027.8,0.499,4.19,15.32,0,53
2024-11-11 18:39:16,13255,18,12.58,31.86,0.33,2.03,1.154,2.03,3600,3.77,1.79,99,15.9,61,1027.8,0.5,4.19,15.72,0,53
2024-11-11 18:39:17,11659,20,12.41,34.67,0.4,2.001,1.225,0.04,288,-2.54,-1.18,100,15.9,61,1027.5,0.5,4.19,15.56,0,53
2024-11-11 18:39:18,10241,23,12.46,39.12,0.51,2.009,1.329,2.01,3602,3.53,2.47,99,15.9,61,1027.5,0.499,4.19,15.64,0,53
2024-11-11 18:39:19,10006,23,12.33,39.16,0.51,1.989,1.324,0.04,292,-2.35,-1.36,100,15.9,61,1027.5,0.499,4.19,16.0,0,53
2024-11-11 18:39:20,10599,22,12.44,37.84,0.47,2.006,1.3,2.01,3599,3.77,2.04,98,15.9,61,1027.5,0.5,4.19,15.56,0,53
2024-11-11 18:39:21,9304,24,11.61,37.27,0.49,1.873,1.255,0.03,288,-2.54,-1.36,100,15.9,61,1027.5,0.5,4.19,15.24,0,53
2024-11-11 18:39:22,10642,22,12.08,35.7,0.43,1.948,1.239,1.99,3599,3.53,2.04,100,15.9,61,1027.5,0.5,4.19,15.76,0,53
2024-11-11 18:39:23,12457,19,12.52,33.29,0.36,2.019,1.192,0.03,289,-2.41,-1.36,100,15.9,61,1027.3,0.5,4.19,15.96,0,53
2024-11-11 18:39:24,12260,19,11.98,31.11,0.33,1.933,1.121,1.99,3600,3.4,1.98,99,15.9,61,1027.3,0.5,4.19,15.68,0,53
2024-11-11 18:39:25,11487,20,11.96,32.79,0.37,1.929,1.165,0.05,292,-2.66,-1.18,100,15.9,61,1027.3,0.5,4.19,15.28,0,53
2024-11-11 18:39:26,11048,21,11.97,34.01,0.39,1.931,1.196,2.0,3598,3.28,1.92,100,15.9,61,1027.3,0.5,4.19,15.56,0,53
2024-11-11 18:39:27,10940,21,11.83,33.52,0.39,1.908,1.179,0.04,288,-2.41,-1.42,99,15.9,61,1027.3,0.5,4.2,15.72,0,53
2024-11-11 18:39:28,10437,22,11.77,34.58,0.42,1.898,1.203,2.0,3596,3.53,1.98,100,15.9,61,1027.3,0.501,4.19,15.4,0,53
2024-11-11 18:39:29,11221,20,11.89,33.12,0.38,1.918,1.171,0.05,287,-2.41,-1.3,100,15.9,61,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:39:30,11194,20,11.7,32.21,0.36,1.887,1.143,2.0,3600,3.65,2.1,99,15.9,61,1027.8,0.5,4.19,15.76,0,53
2024-11-11 18:39:31,11341,19,11.47,30.7,0.33,1.851,1.098,0.05,288,-2.1,-1.18,100,15.9,61,1027.8,0.5,4.19,15.76,0,53
2024-11-11 18:39:32,10513,21,11.44,32.63,0.38,1.846,1.146,2.02,3598,3.4,1.79,99,15.9,61,1027.5,0.5,4.19,15.28,0,53
2024-11-11 18:39:33,9619,23,11.6,36.14,0.46,1.871,1.231,0.05,288,-2.04,-1.36,100,15.9,61,1027.5,0.5,4.19,15.6,0,53
2024-11-11 18:39:34,10050,22,11.71,35.39,0.44,1.888,1.219,1.99,3600,3.65,1.79,100,15.9,61,1027.5,0.5,4.2,15.32,0,53
2024-11-11 18:39:35,10489,21,11.8,34.62,0.42,1.903,1.205,0.03,288,-1.92,-1.3,98,15.9,61,1027.6,0.5,4.19,15.68,0,53
2024-11-11 18:39:36,10198,22,12.04,36.85,0.46,1.942,1.264,1.99,3600,4.02,1.92,100,15.9,61,1027.6,0.501,4.19,15.48,0,53
2024-11-11 18:39:37,10134,23,12.17,37.78,0.48,1.963,1.289,0.04,287,-2.17,-1.55,100,15.9,61,1027.6,0.501,4.2,15.0,0,53
2024-11-11 18:39:38,10586,22,12.02,35.53,0.43,1.938,1.233,2.01,3599,3.59,2.29,100,15.9,61,1027.6,0.5,4.19,15.52,0,53
2024-11-11 18:39:39,9764,24,12.51,41.09,0.56,2.018,1.37,0.02,284,-2.17,-1.48,100,15.9,61,1027.6,0.5,4.19,15.24,0,53
2024-11-11 18:39:40,9654,25,12.6,42.06,0.58,2.032,1.393,2.0,3603,3.46,2.29,100,15.9,61,1027.6,0.5,4.19,15.56,0,53
2024-11-11 18:39:41,10927,21,12.19,35.52,0.42,1.967,1.239,0.05,289,-2.78,-1.42,100,15.9,61,1027.6,0.5,4.19,15.16,0,53
2024-11-11 18:39:42,12164,20,12.47,33.73,0.37,2.011,1.202,1.99,3602,3.4,1.92,99,15.9,61,1027.6,0.5,4.19,15.0,0,53
2024-11-11 18:39:43,10386,22,11.92,35.56,0.44,1.922,1.23,0.04,285,-2.17,-1.11,100,15.9,61,1027.6,0.5,4.19,14.92,0,53
2024-11-11 18:39:44,11419,20,11.94,32.87,0.37,1.926,1.166,2.0,3599,3.77,2.04,99,15.9,61,1027.8,0.499,4.2,15.12,0,53
2024-11-11 18:39:45,13971,18,12.85,31.66,0.32,2.073,1.154,0.05,291,-2.47,-1.24,100,15.9,61,1027.8,0.5,4.19,14.8,0,53
2024-11-11 18:39:46,13723,19,13.82,36.84,0.4,2.23,1.319,2.0,3600,3.53,2.1,99,15.9,61,1027.8,0.5,4.19,15.2,0,53
2024-11-11 18:39:47,16115,17,13.98,32.71,0.31,2.254,1.203,0.03,295,-2.23,-1.42,99,15.9,61,1027.6,0.5,4.19,14.92,0,53
2024-11-11 18:39:48,16534,15,12.83,27.27,0.23,2.07,1.017,2.01,3599,3.28,1.86,100,15.9,61,1027.6,0.5,4.19,15.12,0,53
2024-11-11 18:39:49,14302,17,12.31,28.62,0.27,1.986,1.054,0.05,289,-2.29,-0.99,100,15.9,61,1027.6,0.5,4.19,15.36,0,53
2024-11-11 18:39:50,13066,18,12.41,31.42,0.32,2.001,1.138,2.0,3600,3.16,1.79,99,15.9,61,1027.6,0.5,4.2,15.2,0,53
2024-11-11 18:39:51,10947,20,11.52,31.89,0.36,1.858,1.13,0.05,288,-2.6,-1.3,99,15.9,61,1027.6,0.5,4.2,15.2,0,53
2024-11-11 18:39:52,10661,22,12.18,36.2,0.44,1.964,1.254,1.99,3600,5.57,1.79,100,16.0,61,1027.6,0.5,4.19,15.36,0,53
2024-11-11 18:39:53,12940,23,15.67,49.0,0.63,2.527,1.667,0.05,285,-3.84,-1.36,100,16.0,61,1027.6,0.5,4.19,15.28,0,53
2024-11-11 18:39:54,15560,22,18.22,55.36,0.69,2.939,1.903,1.98,3599,5.38,2.6,100,16.0,61,1027.6,0.5,4.2,15.4,0,53
2024-11-11 18:39:55,17569,21,19.25,55.2,0.65,3.105,1.935,0.03,288,-4.15,-2.04,100,15.9,61,1027.6,0.5,4.18,15.36,0,53
